"","englishname","latinname","speciesgroup","year","distance","yrtot","yr.maxday","yrtot.back","yrtot.fin"
"705","Levant sparrowhawk","Accipiter brevipes","Hawks",2016,"Foothills",932,193,0,932
"706","Levant sparrowhawk","Accipiter brevipes","Hawks",2016,"Interior",1925,436,0,1925
"707","Levant sparrowhawk","Accipiter brevipes","Hawks",2017,"Coast",432,112,0,432
"708","Levant sparrowhawk","Accipiter brevipes","Hawks",2017,"Foothills",319,72,0,319
"709","Levant sparrowhawk","Accipiter brevipes","Hawks",2017,"Interior",847,435,0,847
"710","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2008,"Coast",21,5,0,21
"711","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2008,"Foothills",27,4,0,27
"712","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2008,"Interior",67,23,0,67
"713","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2009,"Coast",30,18,0,30
"714","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2009,"Foothills",16,4,0,16
"715","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2009,"Interior",39,15,0,39
"716","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2019,"Coast",6,1,1,5
"717","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2019,"Foothills",46,7,0,46
"718","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2019,"Interior",19,3,0,19
"719","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2021,"Coast",27,6,1,26
"720","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2021,"Foothills",34,6,0,34
"721","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2021,"Interior",34,6,0,34
"722","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2022,"Coast",1,1,2,-1
"723","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2022,"Foothills",3,2,1,2
"724","Long-legged buzzard","Buteo rufinus","Buzzards & Kites",2022,"Interior",4,2,0,4
"725","Marsh harrier","Circus aeruginosus","Harriers",2008,"Coast",1739,260,0,1739
"726","Marsh harrier","Circus aeruginosus","Harriers",2008,"Foothills",999,110,0,999
"727","Marsh harrier","Circus aeruginosus","Harriers",2008,"Interior",1064,79,0,1064
"728","Marsh harrier","Circus aeruginosus","Harriers",2009,"Coast",1510,136,0,1510
"729","Marsh harrier","Circus aeruginosus","Harriers",2009,"Foothills",1240,383,0,1240
"730","Marsh harrier","Circus aeruginosus","Harriers",2009,"Interior",1679,412,0,1679
"731","Marsh harrier","Circus aeruginosus","Harriers",2010,"Coast",1415,162,0,1415
"732","Marsh harrier","Circus aeruginosus","Harriers",2010,"Foothills",886,96,0,886
"733","Marsh harrier","Circus aeruginosus","Harriers",2010,"Interior",1352,167,0,1352
"734","Marsh harrier","Circus aeruginosus","Harriers",2011,"Coast",1641,266,0,1641
"735","Marsh harrier","Circus aeruginosus","Harriers",2011,"Foothills",1374,168,0,1374
"736","Marsh harrier","Circus aeruginosus","Harriers",2011,"Interior",2069,268,0,2069
"737","Marsh harrier","Circus aeruginosus","Harriers",2012,"Coast",2310,248,0,2310
"738","Marsh harrier","Circus aeruginosus","Harriers",2012,"Foothills",1538,129,0,1538
"739","Marsh harrier","Circus aeruginosus","Harriers",2012,"Interior",1733,128,0,1733
"740","Marsh harrier","Circus aeruginosus","Harriers",2013,"Coast",2795,320,11,2784
"741","Marsh harrier","Circus aeruginosus","Harriers",2013,"Foothills",1774,134,2,1772
"742","Marsh harrier","Circus aeruginosus","Harriers",2013,"Interior",3028,324,0,3028
"743","Marsh harrier","Circus aeruginosus","Harriers",2014,"Coast",2811,381,15,2796
"744","Marsh harrier","Circus aeruginosus","Harriers",2014,"Foothills",1622,129,1,1621
"745","Marsh harrier","Circus aeruginosus","Harriers",2014,"Interior",2603,282,0,2603
"746","Marsh harrier","Circus aeruginosus","Harriers",2015,"Coast",2269,237,2,2267
"747","Marsh harrier","Circus aeruginosus","Harriers",2015,"Foothills",2150,190,0,2150
"748","Marsh harrier","Circus aeruginosus","Harriers",2015,"Interior",2878,285,0,2878
"749","Marsh harrier","Circus aeruginosus","Harriers",2016,"Coast",1957,224,7,1950
"750","Marsh harrier","Circus aeruginosus","Harriers",2016,"Foothills",1594,164,0,1594
"751","Marsh harrier","Circus aeruginosus","Harriers",2016,"Interior",1972,175,0,1972
"752","Marsh harrier","Circus aeruginosus","Harriers",2017,"Coast",2567,155,8,2559
"753","Marsh harrier","Circus aeruginosus","Harriers",2017,"Foothills",1952,150,1,1951
"754","Marsh harrier","Circus aeruginosus","Harriers",2017,"Interior",1903,184,0,1903
"755","Marsh harrier","Circus aeruginosus","Harriers",2018,"Coast",2118,241,1,2117
"756","Marsh harrier","Circus aeruginosus","Harriers",2018,"Foothills",2229,377,0,2229
"757","Marsh harrier","Circus aeruginosus","Harriers",2018,"Interior",2987,484,0,2987
"758","Marsh harrier","Circus aeruginosus","Harriers",2019,"Coast",2945,259,2,2943
"759","Marsh harrier","Circus aeruginosus","Harriers",2019,"Foothills",2067,149,0,2067
"760","Marsh harrier","Circus aeruginosus","Harriers",2019,"Interior",2358,164,0,2358
"761","Marsh harrier","Circus aeruginosus","Harriers",2021,"Coast",4805,930,5,4800
"762","Marsh harrier","Circus aeruginosus","Harriers",2021,"Foothills",2748,689,1,2747
"763","Marsh harrier","Circus aeruginosus","Harriers",2021,"Interior",2721,264,0,2721
"764","Marsh harrier","Circus aeruginosus","Harriers",2022,"Coast",304,90,1,303
"765","Marsh harrier","Circus aeruginosus","Harriers",2022,"Foothills",232,51,0,232
"766","Marsh harrier","Circus aeruginosus","Harriers",2022,"Interior",403,90,0,403
"767","Merlin","Falco columbarius","Falcons",2008,"Coast",4,3,0,4
"768","Merlin","Falco columbarius","Falcons",2008,"Interior",4,2,0,4
"769","Merlin","Falco columbarius","Falcons",2009,"Coast",3,2,0,3
"770","Merlin","Falco columbarius","Falcons",2009,"Foothills",1,1,0,1
"771","Merlin","Falco columbarius","Falcons",2009,"Interior",2,1,0,2
"772","Montagu's harrier","Circus pygargus","Harriers",2008,"Coast",347,43,0,347
"773","Montagu's harrier","Circus pygargus","Harriers",2008,"Foothills",235,102,0,235
"774","Montagu's harrier","Circus pygargus","Harriers",2008,"Interior",261,140,0,261
"775","Montagu's harrier","Circus pygargus","Harriers",2009,"Coast",611,168,0,611
"776","Montagu's harrier","Circus pygargus","Harriers",2009,"Foothills",280,63,0,280
"777","Montagu's harrier","Circus pygargus","Harriers",2009,"Interior",520,116,0,520
"778","Montagu's harrier","Circus pygargus","Harriers",2010,"Coast",739,137,0,739
"779","Montagu's harrier","Circus pygargus","Harriers",2010,"Foothills",292,51,0,292
"780","Montagu's harrier","Circus pygargus","Harriers",2010,"Interior",374,47,0,374
"781","Montagu's harrier","Circus pygargus","Harriers",2011,"Coast",1237,207,0,1237
"782","Montagu's harrier","Circus pygargus","Harriers",2011,"Foothills",649,101,0,649
"783","Montagu's harrier","Circus pygargus","Harriers",2011,"Interior",867,284,0,867
"784","Montagu's harrier","Circus pygargus","Harriers",2012,"Coast",2674,691,0,2674
"785","Montagu's harrier","Circus pygargus","Harriers",2012,"Foothills",1429,579,0,1429
"786","Montagu's harrier","Circus pygargus","Harriers",2012,"Interior",907,243,0,907
"787","Montagu's harrier","Circus pygargus","Harriers",2013,"Coast",1312,224,3,1309
"788","Montagu's harrier","Circus pygargus","Harriers",2013,"Foothills",774,71,1,773
"789","Montagu's harrier","Circus pygargus","Harriers",2013,"Interior",1159,130,0,1159
"790","Montagu's harrier","Circus pygargus","Harriers",2014,"Coast",1422,244,0,1422
"791","Montagu's harrier","Circus pygargus","Harriers",2014,"Foothills",704,155,0,704
"792","Montagu's harrier","Circus pygargus","Harriers",2014,"Interior",676,88,0,676
"793","Montagu's harrier","Circus pygargus","Harriers",2015,"Coast",1078,160,0,1078
"794","Montagu's harrier","Circus pygargus","Harriers",2015,"Foothills",900,141,0,900
"795","Montagu's harrier","Circus pygargus","Harriers",2015,"Interior",1019,415,0,1019
"796","Montagu's harrier","Circus pygargus","Harriers",2016,"Coast",1178,154,1,1177
"797","Montagu's harrier","Circus pygargus","Harriers",2016,"Foothills",755,140,2,753
"798","Montagu's harrier","Circus pygargus","Harriers",2016,"Interior",573,135,0,573
"799","Montagu's harrier","Circus pygargus","Harriers",2017,"Coast",1518,289,1,1517
"800","Montagu's harrier","Circus pygargus","Harriers",2017,"Foothills",806,80,1,805
"801","Montagu's harrier","Circus pygargus","Harriers",2017,"Interior",643,89,0,643
"802","Montagu's harrier","Circus pygargus","Harriers",2018,"Coast",655,139,1,654
"803","Montagu's harrier","Circus pygargus","Harriers",2018,"Foothills",623,115,1,622
"804","Montagu's harrier","Circus pygargus","Harriers",2018,"Interior",516,86,0,516
"805","Montagu's harrier","Circus pygargus","Harriers",2019,"Coast",1215,333,0,1215
"806","Montagu's harrier","Circus pygargus","Harriers",2019,"Foothills",629,167,0,629
"807","Montagu's harrier","Circus pygargus","Harriers",2019,"Interior",460,84,0,460
"808","Montagu's harrier","Circus pygargus","Harriers",2021,"Coast",894,142,6,888
"809","Montagu's harrier","Circus pygargus","Harriers",2021,"Foothills",349,52,1,348
"810","Montagu's harrier","Circus pygargus","Harriers",2021,"Interior",335,43,0,335
"811","Montagu's harrier","Circus pygargus","Harriers",2022,"Coast",493,171,0,493
"812","Montagu's harrier","Circus pygargus","Harriers",2022,"Foothills",267,111,0,267
"813","Montagu's harrier","Circus pygargus","Harriers",2022,"Interior",453,261,0,453
"814","Osprey","Pandion haliaetus","Eagles",2008,"Coast",27,5,0,27
"815","Osprey","Pandion haliaetus","Eagles",2008,"Foothills",13,2,0,13
"816","Osprey","Pandion haliaetus","Eagles",2008,"Interior",15,3,0,15
"817","Osprey","Pandion haliaetus","Eagles",2009,"Coast",26,6,0,26
"818","Osprey","Pandion haliaetus","Eagles",2009,"Foothills",8,2,0,8
"819","Osprey","Pandion haliaetus","Eagles",2009,"Interior",7,1,0,7
"820","Osprey","Pandion haliaetus","Eagles",2010,"Coast",51,8,0,51
"821","Osprey","Pandion haliaetus","Eagles",2010,"Foothills",18,3,0,18
"822","Osprey","Pandion haliaetus","Eagles",2010,"Interior",16,4,0,16
"823","Osprey","Pandion haliaetus","Eagles",2011,"Coast",69,7,0,69
"824","Osprey","Pandion haliaetus","Eagles",2011,"Foothills",26,2,0,26
"825","Osprey","Pandion haliaetus","Eagles",2011,"Interior",27,13,0,27
"826","Osprey","Pandion haliaetus","Eagles",2012,"Coast",48,3,0,48
"827","Osprey","Pandion haliaetus","Eagles",2012,"Foothills",26,4,0,26
"828","Osprey","Pandion haliaetus","Eagles",2012,"Interior",6,2,0,6
"829","Osprey","Pandion haliaetus","Eagles",2013,"Coast",81,14,1,80
"830","Osprey","Pandion haliaetus","Eagles",2013,"Foothills",36,5,0,36
"831","Osprey","Pandion haliaetus","Eagles",2013,"Interior",30,8,0,30
"832","Osprey","Pandion haliaetus","Eagles",2014,"Coast",53,6,1,52
"833","Osprey","Pandion haliaetus","Eagles",2014,"Foothills",34,5,0,34
"834","Osprey","Pandion haliaetus","Eagles",2014,"Interior",16,2,0,16
"835","Osprey","Pandion haliaetus","Eagles",2015,"Coast",69,8,0,69
"836","Osprey","Pandion haliaetus","Eagles",2015,"Foothills",47,5,0,47
"837","Osprey","Pandion haliaetus","Eagles",2015,"Interior",20,3,0,20
"838","Osprey","Pandion haliaetus","Eagles",2016,"Coast",83,12,0,83
"839","Osprey","Pandion haliaetus","Eagles",2016,"Foothills",39,6,0,39
"840","Osprey","Pandion haliaetus","Eagles",2016,"Interior",21,3,0,21
"841","Osprey","Pandion haliaetus","Eagles",2017,"Coast",71,8,1,70
"842","Osprey","Pandion haliaetus","Eagles",2017,"Foothills",36,5,0,36
"843","Osprey","Pandion haliaetus","Eagles",2017,"Interior",12,2,0,12
"844","Osprey","Pandion haliaetus","Eagles",2018,"Coast",80,10,0,80
"845","Osprey","Pandion haliaetus","Eagles",2018,"Foothills",32,4,0,32
"846","Osprey","Pandion haliaetus","Eagles",2018,"Interior",17,3,0,17
"847","Osprey","Pandion haliaetus","Eagles",2019,"Coast",76,5,0,76
"848","Osprey","Pandion haliaetus","Eagles",2019,"Foothills",36,3,0,36
"849","Osprey","Pandion haliaetus","Eagles",2019,"Interior",30,4,0,30
"850","Osprey","Pandion haliaetus","Eagles",2021,"Coast",84,7,0,84
"851","Osprey","Pandion haliaetus","Eagles",2021,"Foothills",37,5,0,37
"852","Osprey","Pandion haliaetus","Eagles",2021,"Interior",32,6,0,32
"853","Osprey","Pandion haliaetus","Eagles",2022,"Coast",22,5,1,21
"854","Osprey","Pandion haliaetus","Eagles",2022,"Foothills",14,4,0,14
"855","Osprey","Pandion haliaetus","Eagles",2022,"Interior",21,4,0,21
"856","Pallid harrier","Circus macrourus","Harriers",2008,"Coast",180,39,0,180
"857","Pallid harrier","Circus macrourus","Harriers",2008,"Foothills",132,29,0,132
"858","Pallid harrier","Circus macrourus","Harriers",2008,"Interior",175,25,0,175
"859","Pallid harrier","Circus macrourus","Harriers",2009,"Coast",251,27,0,251
"860","Pallid harrier","Circus macrourus","Harriers",2009,"Foothills",85,11,0,85
"861","Pallid harrier","Circus macrourus","Harriers",2009,"Interior",123,15,0,123
"862","Pallid harrier","Circus macrourus","Harriers",2010,"Coast",105,14,0,105
"863","Pallid harrier","Circus macrourus","Harriers",2010,"Foothills",49,7,0,49
"864","Pallid harrier","Circus macrourus","Harriers",2010,"Interior",113,28,0,113
"865","Pallid harrier","Circus macrourus","Harriers",2011,"Coast",187,20,0,187
"866","Pallid harrier","Circus macrourus","Harriers",2011,"Foothills",65,7,0,65
"867","Pallid harrier","Circus macrourus","Harriers",2011,"Interior",113,13,0,113
"868","Pallid harrier","Circus macrourus","Harriers",2012,"Coast",431,33,0,431
"869","Pallid harrier","Circus macrourus","Harriers",2012,"Foothills",165,12,0,165
"870","Pallid harrier","Circus macrourus","Harriers",2012,"Interior",212,20,0,212
"871","Pallid harrier","Circus macrourus","Harriers",2013,"Coast",340,44,3,337
"872","Pallid harrier","Circus macrourus","Harriers",2013,"Foothills",184,24,0,184
"873","Pallid harrier","Circus macrourus","Harriers",2013,"Interior",223,23,0,223
"874","Pallid harrier","Circus macrourus","Harriers",2014,"Coast",421,45,1,420
"875","Pallid harrier","Circus macrourus","Harriers",2014,"Foothills",175,17,0,175
"876","Pallid harrier","Circus macrourus","Harriers",2014,"Interior",242,23,0,242
"877","Pallid harrier","Circus macrourus","Harriers",2015,"Coast",250,30,0,250
"878","Pallid harrier","Circus macrourus","Harriers",2015,"Foothills",230,29,0,230
"879","Pallid harrier","Circus macrourus","Harriers",2015,"Interior",222,17,0,222
"880","Pallid harrier","Circus macrourus","Harriers",2016,"Coast",179,45,1,178
"881","Pallid harrier","Circus macrourus","Harriers",2016,"Foothills",100,13,0,100
"882","Pallid harrier","Circus macrourus","Harriers",2016,"Interior",79,20,0,79
"883","Pallid harrier","Circus macrourus","Harriers",2017,"Coast",872,252,2,870
"884","Pallid harrier","Circus macrourus","Harriers",2017,"Foothills",397,56,0,397
"885","Pallid harrier","Circus macrourus","Harriers",2017,"Interior",284,60,1,283
"886","Pallid harrier","Circus macrourus","Harriers",2018,"Coast",187,19,0,187
"887","Pallid harrier","Circus macrourus","Harriers",2018,"Foothills",129,21,0,129
"888","Pallid harrier","Circus macrourus","Harriers",2018,"Interior",179,50,0,179
"889","Pallid harrier","Circus macrourus","Harriers",2019,"Coast",168,25,0,168
"890","Pallid harrier","Circus macrourus","Harriers",2019,"Foothills",84,13,0,84
"891","Pallid harrier","Circus macrourus","Harriers",2019,"Interior",109,13,0,109
"892","Pallid harrier","Circus macrourus","Harriers",2021,"Coast",240,23,0,240
"893","Pallid harrier","Circus macrourus","Harriers",2021,"Foothills",121,16,0,121
"894","Pallid harrier","Circus macrourus","Harriers",2021,"Interior",118,17,0,118
"895","Pallid harrier","Circus macrourus","Harriers",2022,"Coast",20,6,0,20
"896","Pallid harrier","Circus macrourus","Harriers",2022,"Foothills",4,3,0,4
"897","Pallid harrier","Circus macrourus","Harriers",2022,"Interior",8,3,0,8
"898","Peregrine falcon","Falco peregrinus","Falcons",2008,"Coast",14,2,0,14
"899","Peregrine falcon","Falco peregrinus","Falcons",2008,"Foothills",4,2,0,4
"900","Peregrine falcon","Falco peregrinus","Falcons",2008,"Interior",4,1,0,4
"901","Peregrine falcon","Falco peregrinus","Falcons",2009,"Coast",14,5,0,14
"902","Peregrine falcon","Falco peregrinus","Falcons",2009,"Foothills",5,2,0,5
"903","Peregrine falcon","Falco peregrinus","Falcons",2009,"Interior",6,1,0,6
"904","Peregrine falcon","Falco peregrinus","Falcons",2010,"Coast",7,4,0,7
"905","Peregrine falcon","Falco peregrinus","Falcons",2010,"Foothills",4,2,0,4
"906","Peregrine falcon","Falco peregrinus","Falcons",2010,"Interior",6,1,0,6
"907","Peregrine falcon","Falco peregrinus","Falcons",2011,"Coast",13,2,0,13
"908","Peregrine falcon","Falco peregrinus","Falcons",2011,"Foothills",8,2,0,8
"909","Peregrine falcon","Falco peregrinus","Falcons",2011,"Interior",10,4,0,10
"910","Peregrine falcon","Falco peregrinus","Falcons",2012,"Coast",28,3,0,28
"911","Peregrine falcon","Falco peregrinus","Falcons",2012,"Foothills",7,2,0,7
"912","Peregrine falcon","Falco peregrinus","Falcons",2012,"Interior",16,5,0,16
"913","Peregrine falcon","Falco peregrinus","Falcons",2013,"Coast",19,3,0,19
"914","Peregrine falcon","Falco peregrinus","Falcons",2013,"Foothills",5,1,0,5
"915","Peregrine falcon","Falco peregrinus","Falcons",2013,"Interior",4,1,0,4
"916","Peregrine falcon","Falco peregrinus","Falcons",2014,"Coast",14,3,0,14
"917","Peregrine falcon","Falco peregrinus","Falcons",2014,"Foothills",12,1,0,12
"918","Peregrine falcon","Falco peregrinus","Falcons",2014,"Interior",6,1,0,6
"919","Peregrine falcon","Falco peregrinus","Falcons",2015,"Coast",20,2,0,20
"920","Peregrine falcon","Falco peregrinus","Falcons",2015,"Foothills",13,2,0,13
"921","Peregrine falcon","Falco peregrinus","Falcons",2015,"Interior",7,2,0,7
"922","Peregrine falcon","Falco peregrinus","Falcons",2016,"Coast",10,2,0,10
"923","Peregrine falcon","Falco peregrinus","Falcons",2016,"Foothills",7,2,0,7
"924","Peregrine falcon","Falco peregrinus","Falcons",2016,"Interior",9,1,0,9
"925","Peregrine falcon","Falco peregrinus","Falcons",2017,"Coast",14,2,2,12
"926","Peregrine falcon","Falco peregrinus","Falcons",2017,"Foothills",5,2,1,4
"927","Peregrine falcon","Falco peregrinus","Falcons",2017,"Interior",7,2,0,7
"928","Peregrine falcon","Falco peregrinus","Falcons",2018,"Coast",10,2,0,10
"929","Peregrine falcon","Falco peregrinus","Falcons",2018,"Foothills",8,2,0,8
"930","Peregrine falcon","Falco peregrinus","Falcons",2018,"Interior",4,1,0,4
"931","Peregrine falcon","Falco peregrinus","Falcons",2019,"Coast",21,4,0,21
"932","Peregrine falcon","Falco peregrinus","Falcons",2019,"Foothills",10,2,0,10
"933","Peregrine falcon","Falco peregrinus","Falcons",2019,"Interior",7,2,0,7
"934","Peregrine falcon","Falco peregrinus","Falcons",2021,"Coast",15,3,0,15
"935","Peregrine falcon","Falco peregrinus","Falcons",2021,"Foothills",12,3,0,12
"936","Peregrine falcon","Falco peregrinus","Falcons",2021,"Interior",7,3,0,7
"937","Peregrine falcon","Falco peregrinus","Falcons",2022,"Coast",1,1,0,1
"938","Peregrine falcon","Falco peregrinus","Falcons",2022,"Foothills",6,2,0,6
"939","Peregrine falcon","Falco peregrinus","Falcons",2022,"Interior",1,1,0,1
"940","raptor spec","raptor spec","",2016,"Coast",2,1,0,2
"941","raptor spec","raptor spec","",2016,"Foothills",1,1,0,1
"942","raptor spec","raptor spec","",2017,"Foothills",1,1,0,1
"943","raptor spec","raptor spec","",2017,"Interior",276,275,0,276
"944","raptor spec","raptor spec","",2018,"Coast",1,1,0,1
"945","raptor spec","raptor spec","",2018,"Foothills",422,420,0,422
"946","raptor spec","raptor spec","",2018,"Interior",5,2,0,5
"947","raptor spec","raptor spec","",2019,"Coast",4,2,0,4
"948","raptor spec","raptor spec","",2019,"Foothills",3,1,0,3
"949","raptor spec","raptor spec","",2019,"Interior",6,4,0,6
"950","raptor spec","raptor spec","",2022,"Interior",1,1,0,1
"951","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2008,"Coast",4910,2061,0,4910
"952","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2008,"Foothills",6043,3444,0,6043
"953","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2008,"Interior",47876,11569,0,47876
"954","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2009,"Coast",154,132,0,154
"955","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2009,"Foothills",2837,914,0,2837
"956","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2009,"Interior",79936,50521,0,79936
"957","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2010,"Coast",852,845,0,852
"958","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2010,"Foothills",140,100,0,140
"959","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2010,"Interior",6201,2146,0,6201
"960","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2011,"Coast",997,322,0,997
"961","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2011,"Foothills",2345,605,0,2345
"962","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2011,"Interior",6432,4756,0,6432
"963","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2012,"Coast",514,454,0,514
"964","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2012,"Foothills",1918,821,0,1918
"965","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2012,"Interior",12293,3818,0,12293
"966","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2013,"Coast",575,296,1,574
"967","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2013,"Foothills",7372,6592,0,7372
"968","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2013,"Interior",152610,61079,0,152610
"969","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2014,"Coast",626,518,1,625
"970","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2014,"Foothills",6180,2710,0,6180
"971","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2014,"Interior",25318,5763,0,25318
"972","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2015,"Coast",7870,5361,0,7870
"973","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2015,"Foothills",34367,6967,0,34367
"974","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2015,"Interior",18328,5866,0,18328
"975","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2016,"Coast",1568,1258,0,1568
"976","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2016,"Foothills",22488,9366,0,22488
"977","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2016,"Interior",36356,13823,0,36356
"978","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2017,"Coast",1499,1114,0,1499
"979","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2017,"Foothills",9539,2139,0,9539
"980","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2017,"Interior",26785,8834,0,26785
"981","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2018,"Coast",28489,13453,0,28489
"982","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2018,"Foothills",24259,13512,0,24259
"983","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2018,"Interior",41858,9477,1,41857
"984","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2019,"Coast",2768,894,0,2768
"985","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2019,"Foothills",5748,1671,0,5748
"986","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2019,"Interior",29242,10766,0,29242
"987","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2021,"Coast",22495,9037,0,22495
"988","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2021,"Foothills",4732,2089,0,4732
"989","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2021,"Interior",24879,5680,0,24879
"990","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2022,"Coast",491,310,0,491
"991","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2022,"Foothills",326,320,0,326
"992","raptor spec (medium)","Buteo/Pernis/Milvus","Buzzards & Kites",2022,"Interior",30143,11549,0,30143
"993","Red kite","Milvus milvus","Buzzards & Kites",2008,"Interior",1,1,0,1
"994","Red kite","Milvus milvus","Buzzards & Kites",2012,"Interior",1,1,0,1
"995","Red-footed falcon","Falco vespertinus","Falcons",2008,"Coast",218,97,0,218
"996","Red-footed falcon","Falco vespertinus","Falcons",2008,"Foothills",26,8,0,26
"997","Red-footed falcon","Falco vespertinus","Falcons",2008,"Interior",20,4,0,20
"998","Red-footed falcon","Falco vespertinus","Falcons",2009,"Coast",143,90,0,143
"999","Red-footed falcon","Falco vespertinus","Falcons",2009,"Foothills",14,6,0,14
"1000","Red-footed falcon","Falco vespertinus","Falcons",2009,"Interior",8,2,0,8
"1001","Red-footed falcon","Falco vespertinus","Falcons",2014,"Coast",310,213,0,310
"1002","Red-footed falcon","Falco vespertinus","Falcons",2014,"Foothills",20,12,0,20
"1003","Red-footed falcon","Falco vespertinus","Falcons",2014,"Interior",13,8,0,13
"1004","Red-footed falcon","Falco vespertinus","Falcons",2015,"Coast",25,18,0,25
"1005","Red-footed falcon","Falco vespertinus","Falcons",2015,"Foothills",3,2,0,3
"1006","Red-footed falcon","Falco vespertinus","Falcons",2016,"Coast",1181,399,0,1181
"1007","Red-footed falcon","Falco vespertinus","Falcons",2016,"Foothills",703,471,0,703
"1008","Red-footed falcon","Falco vespertinus","Falcons",2017,"Coast",15,13,0,15
"1009","Red-footed falcon","Falco vespertinus","Falcons",2017,"Foothills",15,13,0,15
"1010","Red-footed falcon","Falco vespertinus","Falcons",2017,"Interior",1,1,0,1
"1011","Ringtail harriers","Circus spec","Harriers",2008,"Coast",2085,812,0,2085
"1012","Ringtail harriers","Circus spec","Harriers",2008,"Foothills",1525,409,0,1525
"1013","Ringtail harriers","Circus spec","Harriers",2008,"Interior",4117,1614,0,4117
"1014","Ringtail harriers","Circus spec","Harriers",2009,"Coast",640,136,0,640
"1015","Ringtail harriers","Circus spec","Harriers",2009,"Foothills",512,76,0,512
"1016","Ringtail harriers","Circus spec","Harriers",2009,"Interior",1255,336,0,1255
"1017","Ringtail harriers","Circus spec","Harriers",2010,"Coast",984,199,0,984
"1018","Ringtail harriers","Circus spec","Harriers",2010,"Foothills",850,163,0,850
"1019","Ringtail harriers","Circus spec","Harriers",2010,"Interior",2187,497,0,2187
"1020","Ringtail harriers","Circus spec","Harriers",2011,"Coast",1056,220,0,1056
"1021","Ringtail harriers","Circus spec","Harriers",2011,"Foothills",769,114,0,769
"1022","Ringtail harriers","Circus spec","Harriers",2011,"Interior",2489,1003,0,2489
"1023","Ringtail harriers","Circus spec","Harriers",2012,"Coast",2277,639,0,2277
