"","englishname","latinname","speciesgroup","year","yday","date","distance","daytot","daytot.back","daytot.fin"
"1","Bearded vulture","Gypaetus barbatus","Rare",2021,281,2021-10-08,"Interior",1,0,1
"2","Black kite","Milvus migrans","Buzzards & Kites",2008,235,2008-08-22,"Foothills",14,0,14
"3","Black kite","Milvus migrans","Buzzards & Kites",2008,235,2008-08-22,"Interior",7,0,7
"4","Black kite","Milvus migrans","Buzzards & Kites",2008,236,2008-08-23,"Coast",7,0,7
"5","Black kite","Milvus migrans","Buzzards & Kites",2008,236,2008-08-23,"Foothills",232,0,232
"6","Black kite","Milvus migrans","Buzzards & Kites",2008,236,2008-08-23,"Interior",175,0,175
"7","Black kite","Milvus migrans","Buzzards & Kites",2008,237,2008-08-24,"Coast",5,0,5
"8","Black kite","Milvus migrans","Buzzards & Kites",2008,237,2008-08-24,"Foothills",7,0,7
"9","Black kite","Milvus migrans","Buzzards & Kites",2008,237,2008-08-24,"Interior",96,0,96
"10","Black kite","Milvus migrans","Buzzards & Kites",2008,238,2008-08-25,"Coast",12,0,12
"11","Black kite","Milvus migrans","Buzzards & Kites",2008,238,2008-08-25,"Foothills",11,0,11
"12","Black kite","Milvus migrans","Buzzards & Kites",2008,238,2008-08-25,"Interior",19,0,19
"13","Black kite","Milvus migrans","Buzzards & Kites",2008,239,2008-08-26,"Coast",17,0,17
"14","Black kite","Milvus migrans","Buzzards & Kites",2008,239,2008-08-26,"Foothills",30,0,30
"15","Black kite","Milvus migrans","Buzzards & Kites",2008,239,2008-08-26,"Interior",54,0,54
"16","Black kite","Milvus migrans","Buzzards & Kites",2008,240,2008-08-27,"Coast",4,0,4
"17","Black kite","Milvus migrans","Buzzards & Kites",2008,240,2008-08-27,"Foothills",24,0,24
"18","Black kite","Milvus migrans","Buzzards & Kites",2008,240,2008-08-27,"Interior",47,0,47
"19","Black kite","Milvus migrans","Buzzards & Kites",2008,241,2008-08-28,"Coast",100,0,100
"20","Black kite","Milvus migrans","Buzzards & Kites",2008,241,2008-08-28,"Foothills",238,0,238
"21","Black kite","Milvus migrans","Buzzards & Kites",2008,241,2008-08-28,"Interior",91,0,91
"22","Black kite","Milvus migrans","Buzzards & Kites",2008,242,2008-08-29,"Coast",5,0,5
"23","Black kite","Milvus migrans","Buzzards & Kites",2008,242,2008-08-29,"Foothills",74,0,74
"24","Black kite","Milvus migrans","Buzzards & Kites",2008,242,2008-08-29,"Interior",140,0,140
"25","Black kite","Milvus migrans","Buzzards & Kites",2008,243,2008-08-30,"Coast",6,0,6
"26","Black kite","Milvus migrans","Buzzards & Kites",2008,243,2008-08-30,"Foothills",60,0,60
"27","Black kite","Milvus migrans","Buzzards & Kites",2008,243,2008-08-30,"Interior",126,0,126
"28","Black kite","Milvus migrans","Buzzards & Kites",2008,245,2008-09-01,"Coast",111,0,111
"29","Black kite","Milvus migrans","Buzzards & Kites",2008,245,2008-09-01,"Foothills",56,0,56
"30","Black kite","Milvus migrans","Buzzards & Kites",2008,245,2008-09-01,"Interior",101,0,101
"31","Black kite","Milvus migrans","Buzzards & Kites",2008,246,2008-09-02,"Coast",3,0,3
"32","Black kite","Milvus migrans","Buzzards & Kites",2008,246,2008-09-02,"Foothills",269,0,269
"33","Black kite","Milvus migrans","Buzzards & Kites",2008,246,2008-09-02,"Interior",216,0,216
"34","Black kite","Milvus migrans","Buzzards & Kites",2008,247,2008-09-03,"Coast",1071,0,1071
"35","Black kite","Milvus migrans","Buzzards & Kites",2008,247,2008-09-03,"Foothills",1135,0,1135
"36","Black kite","Milvus migrans","Buzzards & Kites",2008,247,2008-09-03,"Interior",1225,0,1225
"37","Black kite","Milvus migrans","Buzzards & Kites",2008,248,2008-09-04,"Coast",1481,0,1481
"38","Black kite","Milvus migrans","Buzzards & Kites",2008,248,2008-09-04,"Foothills",172,0,172
"39","Black kite","Milvus migrans","Buzzards & Kites",2008,248,2008-09-04,"Interior",305,0,305
"40","Black kite","Milvus migrans","Buzzards & Kites",2008,249,2008-09-05,"Coast",676,0,676
"41","Black kite","Milvus migrans","Buzzards & Kites",2008,249,2008-09-05,"Foothills",589,0,589
"42","Black kite","Milvus migrans","Buzzards & Kites",2008,249,2008-09-05,"Interior",237,0,237
"43","Black kite","Milvus migrans","Buzzards & Kites",2008,250,2008-09-06,"Coast",194,0,194
"44","Black kite","Milvus migrans","Buzzards & Kites",2008,250,2008-09-06,"Foothills",114,0,114
"45","Black kite","Milvus migrans","Buzzards & Kites",2008,250,2008-09-06,"Interior",145,0,145
"46","Black kite","Milvus migrans","Buzzards & Kites",2008,251,2008-09-07,"Coast",14,0,14
"47","Black kite","Milvus migrans","Buzzards & Kites",2008,251,2008-09-07,"Foothills",126,0,126
"48","Black kite","Milvus migrans","Buzzards & Kites",2008,251,2008-09-07,"Interior",443,0,443
"49","Black kite","Milvus migrans","Buzzards & Kites",2008,252,2008-09-08,"Coast",111,0,111
"50","Black kite","Milvus migrans","Buzzards & Kites",2008,252,2008-09-08,"Foothills",794,0,794
"51","Black kite","Milvus migrans","Buzzards & Kites",2008,252,2008-09-08,"Interior",626,0,626
"52","Black kite","Milvus migrans","Buzzards & Kites",2008,253,2008-09-09,"Coast",714,0,714
"53","Black kite","Milvus migrans","Buzzards & Kites",2008,253,2008-09-09,"Foothills",336,0,336
"54","Black kite","Milvus migrans","Buzzards & Kites",2008,253,2008-09-09,"Interior",160,0,160
"55","Black kite","Milvus migrans","Buzzards & Kites",2008,254,2008-09-10,"Coast",37,0,37
"56","Black kite","Milvus migrans","Buzzards & Kites",2008,254,2008-09-10,"Foothills",206,0,206
"57","Black kite","Milvus migrans","Buzzards & Kites",2008,254,2008-09-10,"Interior",1166,0,1166
"58","Black kite","Milvus migrans","Buzzards & Kites",2008,255,2008-09-11,"Coast",95,0,95
"59","Black kite","Milvus migrans","Buzzards & Kites",2008,255,2008-09-11,"Foothills",44,0,44
"60","Black kite","Milvus migrans","Buzzards & Kites",2008,255,2008-09-11,"Interior",62,0,62
"61","Black kite","Milvus migrans","Buzzards & Kites",2008,256,2008-09-12,"Coast",728,0,728
"62","Black kite","Milvus migrans","Buzzards & Kites",2008,256,2008-09-12,"Foothills",879,0,879
"63","Black kite","Milvus migrans","Buzzards & Kites",2008,256,2008-09-12,"Interior",873,0,873
"64","Black kite","Milvus migrans","Buzzards & Kites",2008,257,2008-09-13,"Coast",169,0,169
"65","Black kite","Milvus migrans","Buzzards & Kites",2008,257,2008-09-13,"Foothills",671,0,671
"66","Black kite","Milvus migrans","Buzzards & Kites",2008,257,2008-09-13,"Interior",957,0,957
"67","Black kite","Milvus migrans","Buzzards & Kites",2008,258,2008-09-14,"Coast",280,0,280
"68","Black kite","Milvus migrans","Buzzards & Kites",2008,258,2008-09-14,"Foothills",993,0,993
"69","Black kite","Milvus migrans","Buzzards & Kites",2008,258,2008-09-14,"Interior",447,0,447
"70","Black kite","Milvus migrans","Buzzards & Kites",2008,259,2008-09-15,"Coast",87,0,87
"71","Black kite","Milvus migrans","Buzzards & Kites",2008,259,2008-09-15,"Foothills",97,0,97
"72","Black kite","Milvus migrans","Buzzards & Kites",2008,259,2008-09-15,"Interior",1061,0,1061
"73","Black kite","Milvus migrans","Buzzards & Kites",2008,260,2008-09-16,"Coast",1238,0,1238
"74","Black kite","Milvus migrans","Buzzards & Kites",2008,260,2008-09-16,"Foothills",1793,0,1793
"75","Black kite","Milvus migrans","Buzzards & Kites",2008,260,2008-09-16,"Interior",1278,0,1278
"76","Black kite","Milvus migrans","Buzzards & Kites",2008,261,2008-09-17,"Coast",1242,0,1242
"77","Black kite","Milvus migrans","Buzzards & Kites",2008,261,2008-09-17,"Foothills",3502,0,3502
"78","Black kite","Milvus migrans","Buzzards & Kites",2008,261,2008-09-17,"Interior",699,0,699
"79","Black kite","Milvus migrans","Buzzards & Kites",2008,262,2008-09-18,"Coast",336,0,336
"80","Black kite","Milvus migrans","Buzzards & Kites",2008,262,2008-09-18,"Foothills",1276,0,1276
"81","Black kite","Milvus migrans","Buzzards & Kites",2008,262,2008-09-18,"Interior",1197,0,1197
"82","Black kite","Milvus migrans","Buzzards & Kites",2008,263,2008-09-19,"Coast",510,0,510
"83","Black kite","Milvus migrans","Buzzards & Kites",2008,263,2008-09-19,"Foothills",73,0,73
"84","Black kite","Milvus migrans","Buzzards & Kites",2008,263,2008-09-19,"Interior",117,0,117
"85","Black kite","Milvus migrans","Buzzards & Kites",2008,264,2008-09-20,"Coast",131,0,131
"86","Black kite","Milvus migrans","Buzzards & Kites",2008,264,2008-09-20,"Foothills",158,0,158
"87","Black kite","Milvus migrans","Buzzards & Kites",2008,264,2008-09-20,"Interior",155,0,155
"88","Black kite","Milvus migrans","Buzzards & Kites",2008,265,2008-09-21,"Coast",947,0,947
"89","Black kite","Milvus migrans","Buzzards & Kites",2008,265,2008-09-21,"Foothills",602,0,602
"90","Black kite","Milvus migrans","Buzzards & Kites",2008,265,2008-09-21,"Interior",686,0,686
"91","Black kite","Milvus migrans","Buzzards & Kites",2008,266,2008-09-22,"Coast",112,0,112
"92","Black kite","Milvus migrans","Buzzards & Kites",2008,266,2008-09-22,"Foothills",281,0,281
"93","Black kite","Milvus migrans","Buzzards & Kites",2008,266,2008-09-22,"Interior",266,0,266
"94","Black kite","Milvus migrans","Buzzards & Kites",2008,267,2008-09-23,"Coast",490,0,490
"95","Black kite","Milvus migrans","Buzzards & Kites",2008,267,2008-09-23,"Foothills",403,0,403
"96","Black kite","Milvus migrans","Buzzards & Kites",2008,267,2008-09-23,"Interior",681,0,681
"97","Black kite","Milvus migrans","Buzzards & Kites",2008,268,2008-09-24,"Coast",75,0,75
"98","Black kite","Milvus migrans","Buzzards & Kites",2008,268,2008-09-24,"Foothills",118,0,118
"99","Black kite","Milvus migrans","Buzzards & Kites",2008,268,2008-09-24,"Interior",288,0,288
"100","Black kite","Milvus migrans","Buzzards & Kites",2008,269,2008-09-25,"Coast",244,0,244
"101","Black kite","Milvus migrans","Buzzards & Kites",2008,269,2008-09-25,"Foothills",404,0,404
"102","Black kite","Milvus migrans","Buzzards & Kites",2008,269,2008-09-25,"Interior",116,0,116
"103","Black kite","Milvus migrans","Buzzards & Kites",2008,270,2008-09-26,"Coast",3919,0,3919
"104","Black kite","Milvus migrans","Buzzards & Kites",2008,270,2008-09-26,"Foothills",3655,0,3655
"105","Black kite","Milvus migrans","Buzzards & Kites",2008,270,2008-09-26,"Interior",3229,0,3229
"106","Black kite","Milvus migrans","Buzzards & Kites",2008,271,2008-09-27,"Coast",459,0,459
"107","Black kite","Milvus migrans","Buzzards & Kites",2008,271,2008-09-27,"Foothills",871,0,871
"108","Black kite","Milvus migrans","Buzzards & Kites",2008,271,2008-09-27,"Interior",283,0,283
"109","Black kite","Milvus migrans","Buzzards & Kites",2008,273,2008-09-29,"Coast",133,0,133
"110","Black kite","Milvus migrans","Buzzards & Kites",2008,273,2008-09-29,"Foothills",91,0,91
"111","Black kite","Milvus migrans","Buzzards & Kites",2008,273,2008-09-29,"Interior",189,0,189
"112","Black kite","Milvus migrans","Buzzards & Kites",2008,274,2008-09-30,"Coast",522,0,522
"113","Black kite","Milvus migrans","Buzzards & Kites",2008,274,2008-09-30,"Foothills",306,0,306
"114","Black kite","Milvus migrans","Buzzards & Kites",2008,274,2008-09-30,"Interior",273,0,273
"115","Black kite","Milvus migrans","Buzzards & Kites",2008,276,2008-10-02,"Coast",111,0,111
"116","Black kite","Milvus migrans","Buzzards & Kites",2008,276,2008-10-02,"Foothills",217,0,217
"117","Black kite","Milvus migrans","Buzzards & Kites",2008,276,2008-10-02,"Interior",339,0,339
"118","Black kite","Milvus migrans","Buzzards & Kites",2008,277,2008-10-03,"Coast",187,0,187
"119","Black kite","Milvus migrans","Buzzards & Kites",2008,277,2008-10-03,"Foothills",137,0,137
"120","Black kite","Milvus migrans","Buzzards & Kites",2008,277,2008-10-03,"Interior",208,0,208
"121","Black kite","Milvus migrans","Buzzards & Kites",2008,278,2008-10-04,"Coast",200,0,200
"122","Black kite","Milvus migrans","Buzzards & Kites",2008,278,2008-10-04,"Foothills",75,0,75
"123","Black kite","Milvus migrans","Buzzards & Kites",2008,278,2008-10-04,"Interior",157,0,157
"124","Black kite","Milvus migrans","Buzzards & Kites",2008,279,2008-10-05,"Coast",45,0,45
"125","Black kite","Milvus migrans","Buzzards & Kites",2008,279,2008-10-05,"Foothills",30,0,30
"126","Black kite","Milvus migrans","Buzzards & Kites",2008,279,2008-10-05,"Interior",102,0,102
"127","Black kite","Milvus migrans","Buzzards & Kites",2008,280,2008-10-06,"Coast",192,0,192
"128","Black kite","Milvus migrans","Buzzards & Kites",2008,280,2008-10-06,"Foothills",54,0,54
"129","Black kite","Milvus migrans","Buzzards & Kites",2008,280,2008-10-06,"Interior",11,0,11
"130","Black kite","Milvus migrans","Buzzards & Kites",2008,281,2008-10-07,"Coast",13,0,13
"131","Black kite","Milvus migrans","Buzzards & Kites",2008,281,2008-10-07,"Foothills",44,0,44
"132","Black kite","Milvus migrans","Buzzards & Kites",2008,281,2008-10-07,"Interior",9,0,9
"133","Black kite","Milvus migrans","Buzzards & Kites",2008,282,2008-10-08,"Coast",22,0,22
"134","Black kite","Milvus migrans","Buzzards & Kites",2008,282,2008-10-08,"Foothills",18,0,18
"135","Black kite","Milvus migrans","Buzzards & Kites",2008,282,2008-10-08,"Interior",25,0,25
"136","Black kite","Milvus migrans","Buzzards & Kites",2008,284,2008-10-10,"Coast",2,0,2
"137","Black kite","Milvus migrans","Buzzards & Kites",2008,284,2008-10-10,"Foothills",28,0,28
"138","Black kite","Milvus migrans","Buzzards & Kites",2008,284,2008-10-10,"Interior",4,0,4
"139","Black kite","Milvus migrans","Buzzards & Kites",2008,285,2008-10-11,"Coast",16,0,16
"140","Black kite","Milvus migrans","Buzzards & Kites",2008,285,2008-10-11,"Foothills",85,0,85
"141","Black kite","Milvus migrans","Buzzards & Kites",2008,285,2008-10-11,"Interior",277,0,277
"142","Black kite","Milvus migrans","Buzzards & Kites",2008,286,2008-10-12,"Coast",236,0,236
"143","Black kite","Milvus migrans","Buzzards & Kites",2008,286,2008-10-12,"Foothills",111,0,111
"144","Black kite","Milvus migrans","Buzzards & Kites",2008,286,2008-10-12,"Interior",105,0,105
"145","Black kite","Milvus migrans","Buzzards & Kites",2008,287,2008-10-13,"Coast",138,0,138
"146","Black kite","Milvus migrans","Buzzards & Kites",2008,287,2008-10-13,"Foothills",42,0,42
"147","Black kite","Milvus migrans","Buzzards & Kites",2008,287,2008-10-13,"Interior",64,0,64
"148","Black kite","Milvus migrans","Buzzards & Kites",2008,288,2008-10-14,"Coast",8,0,8
"149","Black kite","Milvus migrans","Buzzards & Kites",2008,288,2008-10-14,"Foothills",4,0,4
"150","Black kite","Milvus migrans","Buzzards & Kites",2008,288,2008-10-14,"Interior",10,0,10
"151","Black kite","Milvus migrans","Buzzards & Kites",2009,233,2009-08-21,"Coast",1,0,1
"152","Black kite","Milvus migrans","Buzzards & Kites",2009,234,2009-08-22,"Coast",1,0,1
"153","Black kite","Milvus migrans","Buzzards & Kites",2009,234,2009-08-22,"Interior",4,0,4
"154","Black kite","Milvus migrans","Buzzards & Kites",2009,235,2009-08-23,"Coast",3,0,3
"155","Black kite","Milvus migrans","Buzzards & Kites",2009,235,2009-08-23,"Interior",7,0,7
"156","Black kite","Milvus migrans","Buzzards & Kites",2009,236,2009-08-24,"Coast",4,0,4
"157","Black kite","Milvus migrans","Buzzards & Kites",2009,236,2009-08-24,"Foothills",4,0,4
"158","Black kite","Milvus migrans","Buzzards & Kites",2009,236,2009-08-24,"Interior",4,0,4
"159","Black kite","Milvus migrans","Buzzards & Kites",2009,237,2009-08-25,"Coast",7,0,7
"160","Black kite","Milvus migrans","Buzzards & Kites",2009,237,2009-08-25,"Foothills",45,0,45
"161","Black kite","Milvus migrans","Buzzards & Kites",2009,237,2009-08-25,"Interior",72,0,72
"162","Black kite","Milvus migrans","Buzzards & Kites",2009,238,2009-08-26,"Coast",60,0,60
"163","Black kite","Milvus migrans","Buzzards & Kites",2009,238,2009-08-26,"Foothills",31,0,31
"164","Black kite","Milvus migrans","Buzzards & Kites",2009,238,2009-08-26,"Interior",39,0,39
"165","Black kite","Milvus migrans","Buzzards & Kites",2009,239,2009-08-27,"Coast",35,0,35
"166","Black kite","Milvus migrans","Buzzards & Kites",2009,239,2009-08-27,"Foothills",45,0,45
"167","Black kite","Milvus migrans","Buzzards & Kites",2009,239,2009-08-27,"Interior",271,0,271
"168","Black kite","Milvus migrans","Buzzards & Kites",2009,240,2009-08-28,"Coast",62,0,62
"169","Black kite","Milvus migrans","Buzzards & Kites",2009,240,2009-08-28,"Foothills",19,0,19
"170","Black kite","Milvus migrans","Buzzards & Kites",2009,240,2009-08-28,"Interior",109,0,109
"171","Black kite","Milvus migrans","Buzzards & Kites",2009,241,2009-08-29,"Coast",40,0,40
"172","Black kite","Milvus migrans","Buzzards & Kites",2009,241,2009-08-29,"Foothills",9,0,9
"173","Black kite","Milvus migrans","Buzzards & Kites",2009,241,2009-08-29,"Interior",22,0,22
"174","Black kite","Milvus migrans","Buzzards & Kites",2009,242,2009-08-30,"Coast",22,0,22
"175","Black kite","Milvus migrans","Buzzards & Kites",2009,242,2009-08-30,"Foothills",9,0,9
"176","Black kite","Milvus migrans","Buzzards & Kites",2009,242,2009-08-30,"Interior",19,0,19
"177","Black kite","Milvus migrans","Buzzards & Kites",2009,243,2009-08-31,"Coast",20,0,20
"178","Black kite","Milvus migrans","Buzzards & Kites",2009,243,2009-08-31,"Foothills",47,0,47
"179","Black kite","Milvus migrans","Buzzards & Kites",2009,243,2009-08-31,"Interior",403,0,403
"180","Black kite","Milvus migrans","Buzzards & Kites",2009,244,2009-09-01,"Coast",1620,0,1620
"181","Black kite","Milvus migrans","Buzzards & Kites",2009,244,2009-09-01,"Foothills",1153,0,1153
"182","Black kite","Milvus migrans","Buzzards & Kites",2009,244,2009-09-01,"Interior",308,0,308
"183","Black kite","Milvus migrans","Buzzards & Kites",2009,245,2009-09-02,"Coast",326,0,326
"184","Black kite","Milvus migrans","Buzzards & Kites",2009,245,2009-09-02,"Foothills",98,0,98
"185","Black kite","Milvus migrans","Buzzards & Kites",2009,245,2009-09-02,"Interior",255,0,255
"186","Black kite","Milvus migrans","Buzzards & Kites",2009,246,2009-09-03,"Coast",3,0,3
"187","Black kite","Milvus migrans","Buzzards & Kites",2009,246,2009-09-03,"Foothills",4,0,4
"188","Black kite","Milvus migrans","Buzzards & Kites",2009,246,2009-09-03,"Interior",156,0,156
"189","Black kite","Milvus migrans","Buzzards & Kites",2009,247,2009-09-04,"Coast",25,0,25
"190","Black kite","Milvus migrans","Buzzards & Kites",2009,247,2009-09-04,"Foothills",69,0,69
"191","Black kite","Milvus migrans","Buzzards & Kites",2009,247,2009-09-04,"Interior",23,0,23
"192","Black kite","Milvus migrans","Buzzards & Kites",2009,248,2009-09-05,"Coast",15,0,15
"193","Black kite","Milvus migrans","Buzzards & Kites",2009,248,2009-09-05,"Foothills",34,0,34
"194","Black kite","Milvus migrans","Buzzards & Kites",2009,248,2009-09-05,"Interior",81,0,81
"195","Black kite","Milvus migrans","Buzzards & Kites",2009,249,2009-09-06,"Coast",19,0,19
"196","Black kite","Milvus migrans","Buzzards & Kites",2009,249,2009-09-06,"Foothills",46,0,46
"197","Black kite","Milvus migrans","Buzzards & Kites",2009,249,2009-09-06,"Interior",268,0,268
"198","Black kite","Milvus migrans","Buzzards & Kites",2009,250,2009-09-07,"Coast",16,0,16
"199","Black kite","Milvus migrans","Buzzards & Kites",2009,250,2009-09-07,"Foothills",1552,0,1552
"200","Black kite","Milvus migrans","Buzzards & Kites",2009,250,2009-09-07,"Interior",3983,0,3983
"201","Black kite","Milvus migrans","Buzzards & Kites",2009,251,2009-09-08,"Coast",37,0,37
"202","Black kite","Milvus migrans","Buzzards & Kites",2009,251,2009-09-08,"Foothills",57,0,57
"203","Black kite","Milvus migrans","Buzzards & Kites",2009,251,2009-09-08,"Interior",1,0,1
"204","Black kite","Milvus migrans","Buzzards & Kites",2009,252,2009-09-09,"Coast",266,0,266
"205","Black kite","Milvus migrans","Buzzards & Kites",2009,252,2009-09-09,"Foothills",219,0,219
"206","Black kite","Milvus migrans","Buzzards & Kites",2009,252,2009-09-09,"Interior",102,0,102
"207","Black kite","Milvus migrans","Buzzards & Kites",2009,253,2009-09-10,"Coast",16,0,16
"208","Black kite","Milvus migrans","Buzzards & Kites",2009,253,2009-09-10,"Foothills",38,0,38
"209","Black kite","Milvus migrans","Buzzards & Kites",2009,253,2009-09-10,"Interior",72,0,72
"210","Black kite","Milvus migrans","Buzzards & Kites",2009,254,2009-09-11,"Coast",18,0,18
"211","Black kite","Milvus migrans","Buzzards & Kites",2009,254,2009-09-11,"Foothills",737,0,737
"212","Black kite","Milvus migrans","Buzzards & Kites",2009,254,2009-09-11,"Interior",468,0,468
"213","Black kite","Milvus migrans","Buzzards & Kites",2009,255,2009-09-12,"Coast",518,0,518
"214","Black kite","Milvus migrans","Buzzards & Kites",2009,255,2009-09-12,"Foothills",6400,0,6400
"215","Black kite","Milvus migrans","Buzzards & Kites",2009,255,2009-09-12,"Interior",2694,0,2694
"216","Black kite","Milvus migrans","Buzzards & Kites",2009,256,2009-09-13,"Coast",687,0,687
"217","Black kite","Milvus migrans","Buzzards & Kites",2009,256,2009-09-13,"Foothills",1300,0,1300
"218","Black kite","Milvus migrans","Buzzards & Kites",2009,256,2009-09-13,"Interior",868,0,868
"219","Black kite","Milvus migrans","Buzzards & Kites",2009,257,2009-09-14,"Coast",78,0,78
"220","Black kite","Milvus migrans","Buzzards & Kites",2009,257,2009-09-14,"Foothills",1396,0,1396
"221","Black kite","Milvus migrans","Buzzards & Kites",2009,257,2009-09-14,"Interior",926,0,926
"222","Black kite","Milvus migrans","Buzzards & Kites",2009,258,2009-09-15,"Coast",1,0,1
"223","Black kite","Milvus migrans","Buzzards & Kites",2009,259,2009-09-16,"Coast",2,0,2
"224","Black kite","Milvus migrans","Buzzards & Kites",2009,259,2009-09-16,"Foothills",4,0,4
"225","Black kite","Milvus migrans","Buzzards & Kites",2009,259,2009-09-16,"Interior",14,0,14
"226","Black kite","Milvus migrans","Buzzards & Kites",2009,260,2009-09-17,"Coast",2,0,2
"227","Black kite","Milvus migrans","Buzzards & Kites",2009,260,2009-09-17,"Foothills",19,0,19
"228","Black kite","Milvus migrans","Buzzards & Kites",2009,260,2009-09-17,"Interior",40,0,40
"229","Black kite","Milvus migrans","Buzzards & Kites",2009,262,2009-09-19,"Coast",1120,0,1120
"230","Black kite","Milvus migrans","Buzzards & Kites",2009,262,2009-09-19,"Foothills",3217,0,3217
"231","Black kite","Milvus migrans","Buzzards & Kites",2009,262,2009-09-19,"Interior",5116,0,5116
"232","Black kite","Milvus migrans","Buzzards & Kites",2009,263,2009-09-20,"Coast",46,0,46
"233","Black kite","Milvus migrans","Buzzards & Kites",2009,263,2009-09-20,"Foothills",142,0,142
"234","Black kite","Milvus migrans","Buzzards & Kites",2009,263,2009-09-20,"Interior",313,0,313
"235","Black kite","Milvus migrans","Buzzards & Kites",2009,264,2009-09-21,"Coast",649,0,649
"236","Black kite","Milvus migrans","Buzzards & Kites",2009,264,2009-09-21,"Foothills",347,0,347
"237","Black kite","Milvus migrans","Buzzards & Kites",2009,264,2009-09-21,"Interior",432,0,432
"238","Black kite","Milvus migrans","Buzzards & Kites",2009,265,2009-09-22,"Interior",135,0,135
"239","Black kite","Milvus migrans","Buzzards & Kites",2009,266,2009-09-23,"Coast",26,0,26
"240","Black kite","Milvus migrans","Buzzards & Kites",2009,266,2009-09-23,"Foothills",9,0,9
"241","Black kite","Milvus migrans","Buzzards & Kites",2009,266,2009-09-23,"Interior",26,0,26
"242","Black kite","Milvus migrans","Buzzards & Kites",2009,267,2009-09-24,"Coast",5,0,5
"243","Black kite","Milvus migrans","Buzzards & Kites",2009,267,2009-09-24,"Foothills",4,0,4
"244","Black kite","Milvus migrans","Buzzards & Kites",2009,267,2009-09-24,"Interior",120,0,120
"245","Black kite","Milvus migrans","Buzzards & Kites",2009,268,2009-09-25,"Coast",2790,0,2790
"246","Black kite","Milvus migrans","Buzzards & Kites",2009,268,2009-09-25,"Foothills",6198,0,6198
"247","Black kite","Milvus migrans","Buzzards & Kites",2009,268,2009-09-25,"Interior",2347,0,2347
"248","Black kite","Milvus migrans","Buzzards & Kites",2009,269,2009-09-26,"Coast",633,0,633
"249","Black kite","Milvus migrans","Buzzards & Kites",2009,269,2009-09-26,"Foothills",1268,0,1268
"250","Black kite","Milvus migrans","Buzzards & Kites",2009,269,2009-09-26,"Interior",749,0,749
"251","Black kite","Milvus migrans","Buzzards & Kites",2009,271,2009-09-28,"Coast",6,0,6
"252","Black kite","Milvus migrans","Buzzards & Kites",2009,271,2009-09-28,"Foothills",109,0,109
"253","Black kite","Milvus migrans","Buzzards & Kites",2009,271,2009-09-28,"Interior",131,0,131
"254","Black kite","Milvus migrans","Buzzards & Kites",2009,272,2009-09-29,"Coast",21,0,21
"255","Black kite","Milvus migrans","Buzzards & Kites",2009,273,2009-09-30,"Coast",478,0,478
"256","Black kite","Milvus migrans","Buzzards & Kites",2009,273,2009-09-30,"Foothills",328,0,328
"257","Black kite","Milvus migrans","Buzzards & Kites",2009,273,2009-09-30,"Interior",126,0,126
"258","Black kite","Milvus migrans","Buzzards & Kites",2009,274,2009-10-01,"Coast",149,0,149
"259","Black kite","Milvus migrans","Buzzards & Kites",2009,274,2009-10-01,"Foothills",84,0,84
"260","Black kite","Milvus migrans","Buzzards & Kites",2009,274,2009-10-01,"Interior",305,0,305
"261","Black kite","Milvus migrans","Buzzards & Kites",2009,275,2009-10-02,"Coast",689,0,689
"262","Black kite","Milvus migrans","Buzzards & Kites",2009,275,2009-10-02,"Foothills",222,0,222
"263","Black kite","Milvus migrans","Buzzards & Kites",2009,275,2009-10-02,"Interior",639,0,639
"264","Black kite","Milvus migrans","Buzzards & Kites",2009,276,2009-10-03,"Coast",941,0,941
"265","Black kite","Milvus migrans","Buzzards & Kites",2009,276,2009-10-03,"Foothills",596,0,596
"266","Black kite","Milvus migrans","Buzzards & Kites",2009,276,2009-10-03,"Interior",465,0,465
"267","Black kite","Milvus migrans","Buzzards & Kites",2009,277,2009-10-04,"Coast",26,0,26
"268","Black kite","Milvus migrans","Buzzards & Kites",2009,277,2009-10-04,"Foothills",414,0,414
"269","Black kite","Milvus migrans","Buzzards & Kites",2009,277,2009-10-04,"Interior",290,0,290
"270","Black kite","Milvus migrans","Buzzards & Kites",2009,278,2009-10-05,"Coast",6,0,6
"271","Black kite","Milvus migrans","Buzzards & Kites",2009,278,2009-10-05,"Foothills",516,0,516
"272","Black kite","Milvus migrans","Buzzards & Kites",2009,278,2009-10-05,"Interior",583,0,583
"273","Black kite","Milvus migrans","Buzzards & Kites",2009,279,2009-10-06,"Coast",6,0,6
"274","Black kite","Milvus migrans","Buzzards & Kites",2009,279,2009-10-06,"Foothills",488,0,488
"275","Black kite","Milvus migrans","Buzzards & Kites",2009,279,2009-10-06,"Interior",863,0,863
"276","Black kite","Milvus migrans","Buzzards & Kites",2009,280,2009-10-07,"Coast",1328,0,1328
"277","Black kite","Milvus migrans","Buzzards & Kites",2009,281,2009-10-08,"Foothills",45,0,45
"278","Black kite","Milvus migrans","Buzzards & Kites",2009,281,2009-10-08,"Interior",98,0,98
"279","Black kite","Milvus migrans","Buzzards & Kites",2009,282,2009-10-09,"Foothills",1062,0,1062
"280","Black kite","Milvus migrans","Buzzards & Kites",2009,282,2009-10-09,"Interior",388,0,388
"281","Black kite","Milvus migrans","Buzzards & Kites",2009,283,2009-10-10,"Foothills",276,0,276
